Boston Celtics,Brooklyn Nets,Atlanta Hawks,Washington Wizards,Charlotte Hornets,Orlando Magic,Miami Heat,Golden State Warriors,Los Angeles Clippers,Sacremento Kings,Phoenix Suns,Los Angeles Lakers,San Antonio Spurs,Memphis Grizzlies,Houston Rockets,Dallas Mavericks,New Orleans Pelicans,Utah Jazz,Portland Trail Blazers,Oklahoma City Thunder,Minnesota Timberwolves,Denver Nuggets,Philadelphia 76ers,Toronto Raptors,New York Knicks,Cleveland Cavaliers,Detroit Pistons,Indiana Pacers,Milwaukee Bucks,Chicago Bulls
Taj Gibson,Minnesota Timberwolves,10.8,6.5,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Taurean Prince,Atlanta Hawks,13.5,3.6,2.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Terrance Ferguson,Oklahoma City Thunder,6.9,1.9,1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Zeller,Memphis Grizzlies,7.7,4,0.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tyreke Evans,Indiana Pacers,10.2,2.9,2.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tyrone Wallace,Los Angeles Clippers,3.5,1.6,0.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tyson Chandler,Los Angeles Lakers,3.1,5.6,0.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tyus Jones,Minnesota Timberwolves,6.9,2,4.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Udonis Haslem,Miami Heat,2.5,2.7,0.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Victor Oladipo,Indiana Pacers,18.8,5.6,5.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Vince Carter,Atlanta Hawks,7.4,2.6,1.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Vincent Edwards,Houston Rockets,1.5,1,0,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Wade Baldwin IV,Portland Trail Blazers,1.9,0.9,0.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Walt Lemon Jr.,Chicago Bulls,14.3,4.5,5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Ellington,Detroit Pistons,10.3,2,1.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Selden,Chicago Bulls,6.9,2.4,1.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Wendell Carter Jr.,Chicago Bulls,10.3,7,1.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Wes Iwundu,Orlando Magic,5,2.7,1.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Johnson,Washington Wizards,3.4,1.9,0.6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Wesley Matthews,Indiana Pacers,12.2,2.5,2.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Will Barton,Denver Nuggets,11.5,4.6,2.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Willie Cauley-Stein,Sacramento Kings,11.9,8.4,2.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Willy Hernangomez,Charlotte Hornets,7.3,5.4,1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Wilson Chandler,Los Angeles Clippers,6,4.2,1.6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Yante Maten,Miami Heat,1,1.5,0,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Yogi Ferrell,Sacramento Kings,5.9,1.5,1.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Yuta Watanabe,Memphis Grizzlies,2.6,2.1,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Zach Collins,Portland Trail Blazers,6.6,4.2,0.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Zach LaVine,Chicago Bulls,23.7,4.7,4.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Zach Lofton,Detroit Pistons,0,0,0,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Zaza Pachulia,Detroit Pistons,3.9,3.9,1.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Johnathan Motley,Los Angeles Clippers,4.6,2.3,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Ulis,Chicago Bulls,0,0,0,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Lydon,Denver Nuggets,0.9,0.7,0.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Johnson,Phoenix Suns,10.9,3,2.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Dorsey,Memphis Grizzlies,6.2,2.4,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Jones,Houston Rockets,1,2,0,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Terrence Ross,Orlando Magic,15.1,3.5,1.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Terry Rozier,Boston Celtics,9,3.9,2.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Thabo Sefolosha,Utah Jazz,3.8,2.5,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Thaddeus Young,Indiana Pacers,12.6,6.5,2.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Theo Pinson,Brooklyn Nets,4.5,2,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Bryant,Washington Wizards,10.5,6.3,1.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Welsh,Denver Nuggets,1.6,0.4,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Thon Maker,Detroit Pistons,5,3.2,0.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tim Frazier,Milwaukee Bucks,5.3,2.8,4.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tim Hardaway Jr.,Dallas Mavericks,18.1,3.4,2.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Timothe Luwawu-Cabarrot,Chicago Bulls,4.6,1.9,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tomas Satoransky,Washington Wizards,8.9,3.5,5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tony Bradley,Utah Jazz,5.7,5,0.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
P.J. Tucker,Houston Rockets,7.3,5.8,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tony Parker,Charlotte Hornets,9.5,1.5,3.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Torrey Craig,Denver Nuggets,5.7,3.5,1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Trae Young,Atlanta Hawks,19.1,3.7,8.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Treveon Graham,Brooklyn Nets,5.3,3.1,1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Trevon Duval,Houston Rockets,1.7,0.3,0.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Ariza,Washington Wizards,12.5,5.4,3.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Trey Burke,Dallas Mavericks,10.9,1.7,2.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Trey Lyles,Denver Nuggets,8.5,3.8,1.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Thompson,Cleveland Cavaliers,10.9,10.2,2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Troy Brown Jr.,Washington Wizards,4.8,2.8,1.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Troy Caupain,Orlando Magic,2.5,0.8,1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Troy Daniels,Phoenix Suns,6.2,1.4,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Troy Williams,Sacramento Kings,5.3,2.8,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Cavanaugh,Utah Jazz,0.8,0.7,0.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Davis,Oklahoma City Thunder,0,1,0,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tony Snell,Milwaukee Bucks,6,2.1,0.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Otto Porter Jr.,Chicago Bulls,13.9,5.6,2.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Harris,Philadelphia 76ers,20,7.9,2.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Omari Spellman,Atlanta Hawks,5.9,4.2,1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kenneth Faried,Houston Rockets,10.4,6.8,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kenrich Williams,New Orleans Pelicans,6.1,4.8,1.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kent Bazemore,Atlanta Hawks,11.6,3.9,2.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kentavious Caldwell-Pope,Los Angeles Lakers,11.4,2.9,1.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Durant,Golden State Warriors,26,6.4,5.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Huerter,Atlanta Hawks,9.7,3.3,2.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Knox II,New York Knicks,12.8,4.5,1.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Love,Cleveland Cavaliers,17,10.9,2.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kevon Looney,Golden State Warriors,6.3,5.2,1.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Khem Birch,Orlando Magic,4.8,3.8,0.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Khris Middleton,Milwaukee Bucks,18.3,6,4.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Khyri Thomas,Detroit Pistons,2.3,0.8,0.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Klay Thompson,Golden State Warriors,21.5,3.8,2.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kobi Simmons,Cleveland Cavaliers,0,0,0,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kosta Koufos,Sacramento Kings,3.7,4.2,0.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kostas Antetokounmpo,Dallas Mavericks,1,0.5,0,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kris Dunn,Chicago Bulls,11.3,4.1,6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Anderson,Memphis Grizzlies,8,5.8,3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Korver,Utah Jazz,8.6,2.3,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Kuzma,Los Angeles Lakers,18.7,5.5,2.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Lowry,Toronto Raptors,14.2,4.8,8.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kyle O'Quinn,Indiana Pacers,3.5,2.6,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kyrie Irving,Boston Celtics,23.8,5,6.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
LaMarcus Aldridge,San Antonio Spurs,21.3,9.2,2.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Lance Stephenson,Los Angeles Lakers,7.2,3.2,2.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Lance Thomas,New York Knicks,4.5,2.5,0.6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Landry Shamet,Los Angeles Clippers,9.1,1.7,1.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Langston Galloway,Detroit Pistons,8.4,2.1,1.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Larry Nance Jr.,Cleveland Cavaliers,9.4,8.2,3.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kemba Walker,Charlotte Hornets,25.6,4.4,5.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Oubre Jr.,Phoenix Suns,15.2,4.7,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Olynyk,Miami Heat,10,4.7,1.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Keita Bates-Diop,Minnesota Timberwolves,5,2.8,0.6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jon Leuer,Detroit Pistons,3.8,2.4,0.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Omri Casspi,Memphis Grizzlies,6.3,3.2,0.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jonah Bolden,Philadelphia 76ers,4.7,3.8,0.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Jerebko,Golden State Warriors,6.3,3.9,1.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Valanciunas,Memphis Grizzlies,15.6,8.6,1.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Isaac,Orlando Magic,9.6,5.5,1.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jonathon Simmons,Philadelphia 76ers,6.5,2.3,2.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Bell,Golden State Warriors,3.3,2.7,1.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Clarkson,Cleveland Cavaliers,16.8,3.3,2.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Loyd,Toronto Raptors,2.4,0.8,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jordan McRae,Washington Wizards,5.9,1.5,1.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Sibert,Atlanta Hawks,3,0,0,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jose Calderon,Detroit Pistons,2.3,1.2,2.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Josh Hart,Los Angeles Lakers,7.8,3.7,1.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Lauri Markkanen,Chicago Bulls,18.7,9,1.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Josh Jackson,Phoenix Suns,11.5,4.4,2.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Josh Richardson,Miami Heat,16.6,3.6,4.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jrue Holiday,New Orleans Pelicans,21.2,5,7.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Juancho Hernangomez,Denver Nuggets,5.8,3.8,0.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Julian Washburn,Memphis Grizzlies,2.2,2.3,0.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Julius Randle,New Orleans Pelicans,21.4,8.7,3.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Justin Anderson,Atlanta Hawks,3.7,1.8,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Justin Holiday,Memphis Grizzlies,10.5,3.9,1.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Justin Jackson,Dallas Mavericks,7.2,2.6,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Justin Patton,Philadelphia 76ers,1.7,2,1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Justise Winslow,Miami Heat,12.6,5.4,4.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jusuf Nurkic,Portland Trail Blazers,15.6,10.4,3.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kalin Lucas,Detroit Pistons,2,3,1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Karl-Anthony Towns,Minnesota Timberwolves,24.4,12.4,3.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kawhi Leonard,Toronto Raptors,26.6,7.3,3.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Josh Okogie,Minnesota Timberwolves,7.7,2.9,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,Los Angeles Lakers,27.4,8.5,8.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Kadeem Allen,New York Knicks,9.9,2.7,4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Lonzo Ball,Los Angeles Lakers,9.9,5.3,5.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Michael Kidd-Gilchrist,Charlotte Hornets,6.7,3.8,1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Mikal Bridges,Phoenix Suns,8.3,3.2,2.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Mike Conley,Memphis Grizzlies,21.1,3.4,6.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Mike Muscala,Los Angeles Lakers,7,3.8,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Mike Scott,Philadelphia 76ers,5.8,3.5,0.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Miles Bridges,Charlotte Hornets,7.5,4,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Miles Plumlee,Atlanta Hawks,4.4,2.2,0.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Milos Teodosic,Los Angeles Clippers,3.2,1.1,2.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Creek,Minnesota Timberwolves,4.2,2.4,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Robinson,New York Knicks,7.3,6.4,0.6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Mo Bamba,Orlando Magic,6.2,5,0.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Monte Morris,Denver Nuggets,10.4,2.4,3.6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Montrezl Harrell,Los Angeles Clippers,16.6,6.5,2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Moritz Wagner,Los Angeles Lakers,4.8,2,0.6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Naz Mitrou-Long,Utah Jazz,1.1,0.4,1.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Nemanja Bjelica,Sacramento Kings,9.6,5.8,1.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Nene,Houston Rockets,3.6,2.9,0.6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Nerlens Noel,Oklahoma City Thunder,4.9,4.2,0.6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Nick Young,Denver Nuggets,2.3,0.3,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Batum,Charlotte Hornets,9.3,5.2,3.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Nik Stauskas,Cleveland Cavaliers,5.9,1.9,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Jokic,Denver Nuggets,20.1,10.8,7.3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Mirotic,Milwaukee Bucks,15.2,7.4,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Vucevic,Orlando Magic,20.8,12,3.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Noah Vonleh,New York Knicks,8.4,7.8,1.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Norman Powell,Toronto Raptors,8.6,2.3,1.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Lonnie Walker IV,San Antonio Spurs,2.6,1,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
OG Anunoby,Toronto Raptors,7,2.9,0.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Okaro White,Washington Wizards,0,0.7,0,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Michael Carter-Williams,Orlando Magic,4.8,2.5,2.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Michael Beasley,Los Angeles Lakers,7,2.3,1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Myles Turner,Indiana Pacers,13.3,7.2,1.6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Melvin Frazier Jr.,Orlando Magic,1.5,0.5,0.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Lou Williams,Los Angeles Clippers,20,3,5.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Luc Mbah a Moute,Los Angeles Clippers,5,1.8,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Meyers Leonard,Portland Trail Blazers,5.9,3.8,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzo Brown,Toronto Raptors,2.1,1.2,1.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Luka Doncic,Dallas Mavericks,21.2,7.8,6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Luke Kennard,Detroit Pistons,9.7,2.9,1.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Luke Kornet,New York Knicks,7,2.9,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Luol Deng,Minnesota Timberwolves,7.1,3.3,0.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Malachi Richardson,Toronto Raptors,1.4,0.6,0,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Brogdon,Milwaukee Bucks,15.6,4.5,3.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Malik Beasley,Denver Nuggets,11.3,2.5,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Malik Monk,Charlotte Hornets,8.9,1.9,1.6,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
MarShon Brooks,Memphis Grizzlies,6.6,1.6,0.9,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Marc Gasol,Toronto Raptors,13.6,7.9,4.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Marcin Gortat,Los Angeles Clippers,5,5.6,1.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Miller,Toronto Raptors,3.5,0.5,0.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Derrickson,Golden State Warriors,4.2,1.2,0.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Maxi Kleber,Dallas Mavericks,6.8,4.6,1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Harkless,Portland Trail Blazers,7.7,4.5,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Marco Belinelli,San Antonio Spurs,10.5,2.5,1.7,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Mason Plumlee,Denver Nuggets,7.8,6.4,3,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Williams,Charlotte Hornets,10.1,5.4,1.2,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Bagley III,Sacramento Kings,14.9,7.6,1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Marquese Chriss,Cleveland Cavaliers,4.2,3.3,0.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Dellavedova,Cleveland Cavaliers,5.9,1.6,3.8,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Markelle Fultz,Orlando Magic,8.2,3.7,3.1,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Mario Hezonja,New York Knicks,8.8,4.1,1.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Smart,Boston Celtics,8.9,2.9,4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Markieff Morris,Oklahoma City Thunder,9.4,4.6,1.4,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Morris Sr.,Boston Celtics,13.9,6.1,1.5,2018-19,,,,,,,,,,,,,,,,,,,,,,,,
Jared Dudley,Los Angeles Lakers,1.5,1.2,0.6,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jabari Parker,Sacramento Kings,14,5.6,1.8,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
James Johnson,Minnesota Timberwolves,8.4,3.7,2.3,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
James Harden,Houston Rockets,34.3,6.6,7.5,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
James Ennis III,Orlando Magic,6.6,3.6,0.9,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jamal Murray,Denver Nuggets,18.5,4,4.8,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jamal Crawford,Brooklyn Nets,5,0,3,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jalen McDaniels,Charlotte Hornets,5.6,4.1,0.8,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Brunson,Dallas Mavericks,8.2,2.4,3.3,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jakob Poeltl,San Antonio Spurs,5.6,5.7,1.8,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jake Layman,Minnesota Timberwolves,9.1,2.5,0.7,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
JaMychal Green,Los Angeles Clippers,6.8,6.2,0.8,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jahlil Okafor,New Orleans Pelicans,8.1,4.2,1.2,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jae Crowder,Miami Heat,10.5,5.9,2.5,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
JaVale McGee,Los Angeles Lakers,6.6,5.7,0.5,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Evans,Minnesota Timberwolves,4.4,1.4,1.1,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Lecque,Phoenix Suns,2,0.4,0.4,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jared Harper,New York Knicks,0.7,0,0,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Green,Houston Rockets,9.4,2.8,1,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jarred Vanderbilt,Minnesota Timberwolves,1.1,0.8,0.2,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Pargo,Golden State Warriors,8.3,1,2.7,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Lamb,Indiana Pacers,12.5,4.3,2.1,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
JaKarr Sampson,Indiana Pacers,4.6,2.6,0.6,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jerian Grant,Washington Wizards,4.5,1,1.5,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jeremiah Martin,Brooklyn Nets,7.1,1.1,2,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jerami Grant,Denver Nuggets,12,3.5,1.2,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Teague,Atlanta Hawks,10.9,2.4,5.2,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jayson Tatum,Boston Celtics,23.4,7,3,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Nowell,Minnesota Timberwolves,3.8,0.9,1.3,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Hoard,Portland Trail Blazers,2.9,2.5,0.3,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Brown,Boston Celtics,20.3,6.4,2.1,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Jaxson Hayes,New Orleans Pelicans,7.4,4,0.9,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
Javonte Green,Boston Celtics,3.4,1.9,0.5,2019-20,,,,,,,,,,,,,,,,,,,,,,,,
